ProductKey,Product_ID,ProductName,ProductDimensions,ProductDescription,ProductCostPerUnit,ProductPricePerUnit,ProductCategory,ProductConstructionDays,ProductQuantity,ProductColor,ProductSurfaceFinish,ProductCompliance,ProductWeight,Version,RowIsCurrent,RowStartDate,RowEndDate,RowChangeReason
237,237,Reinforced Concrete Slab,5.37x3.15x0.59,Similar edge watch.,45.81,57.15,Concrete and Cement,13,947,Orange,Eat,True,2.89,2241,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
238,238,Stainless Steel Rods,7.04x4.29x0.56,Against race right however sound.,19.88,30.47,Steel and Metal,4,998,MediumPurple,Address,False,36.92,2242,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
239,239,Eco-Friendly Cinder Block,6.77x0.80x0.56,Citizen hear when piece.,42.25,49.63,Bricks and Blocks,22,177,Aquamarine,Large,True,3.67,2243,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
240,240,Stainless Steel Rods,1.30x2.80x0.34,Home serve writer minute.,17.98,29.59,Steel and Metal,28,913,GreenYellow,Free,True,16.79,2244,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
241,241,Aluminum Roofing Panels,2.39x1.42x0.73,Attack customer want apply summer home large issue.,7.67,14.23,Steel and Metal,17,845,SpringGreen,Across,False,34.99,2245,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
242,242,Rock Wool Insulation,1.35x2.11x0.16,Carry why remain read smile order month.,12.40,31.82,Insulation,24,609,Silver,Collection,False,6.05,2246,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
243,243,Architectural Clay Brick,7.03x3.57x0.67,Bed chair nice school.,38.37,48.55,Bricks and Blocks,3,187,SeaGreen,Space,False,44.30,2247,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
244,244,Stainless Steel Rods,9.08x2.79x0.63,Alone serve statement media animal.,36.40,55.76,Steel and Metal,5,36,Silver,Recognize,True,24.62,2248,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
245,245,Galvanized Steel Sheet,6.92x1.86x0.59,Sing loss them thus wrong ground ago push.,19.05,21.27,Steel and Metal,15,419,Olive,Buy,False,28.84,2249,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
246,246,Cellulose Blown-In Insulation,9.30x2.82x0.17,Dark against win government history back election commercial.,40.70,44.26,Insulation,17,177,MediumAquaMarine,None,False,9.95,2250,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
247,247,Eco-Friendly Cinder Block,9.21x2.64x0.45,Speak area Mr art.,41.23,59.73,Bricks and Blocks,2,341,AliceBlue,Push,True,10.12,2251,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
248,248,Galvanized Steel Sheet,3.28x1.37x0.64,Trouble development spend.,48.75,62.62,Steel and Metal,6,260,DarkOrange,Develop,True,.93,2252,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
249,249,Welded Wire Mesh,2.44x2.09x0.15,Gas option tend site personal.,30.69,44.76,Steel and Metal,27,137,PapayaWhip,Teach,True,29.51,2253,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
250,250,Fiberglass Insulation Rolls,4.48x3.56x0.41,Discussion and country note manage ten.,12.86,14.93,Insulation,3,582,YellowGreen,Involve,True,39.14,2254,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
251,251,Copper Plumbing Pipes,4.11x3.11x0.70,Hand likely check between.,15.41,19.23,Steel and Metal,15,839,DodgerBlue,Ahead,True,48.48,2255,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
252,252,Insulated Concrete Block,8.34x2.68x0.50,Value town dog wrong somebody mother pay.,49.67,65.54,Bricks and Blocks,11,705,DarkSalmon,Method,False,34.57,2256,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
253,253,Aluminum Roofing Panels,4.12x2.10x0.42,Factor city must compare voice fact.,9.95,28.22,Steel and Metal,27,448,Tan,Interview,True,5.43,2257,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
254,254,Synthetic Slate Roofing,4.12x4.75x0.50,Him recently bar.,35.58,41.62,Roofing,11,235,OldLace,Next,True,32.81,2258,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
255,255,Solar Roof Panels,9.63x2.54x0.60,Operation increase notice society ground economy reveal.,49.36,53.67,Roofing,9,881,LightCoral,Skill,False,44.81,2259,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
256,256,Reflective Foil Insulation,3.07x4.79x0.94,Building attorney season give theory.,49.75,58.87,Insulation,27,664,DarkRed,Ten,True,13.99,2260,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
257,257,Galvanized Steel Sheet,6.38x1.57x0.94,Give writer way evidence series break ago officer.,48.44,64.46,Steel and Metal,29,986,DarkViolet,Reach,False,11.79,2261,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
258,258,Stainless Steel Rods,1.06x1.16x0.45,Building north bill key state.,40.09,56.03,Steel and Metal,6,375,Khaki,Product,False,10.20,2262,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
259,259,Waterproof Cement Coating,6.50x4.27x0.84,Clearly inside life determine itself expert speak project.,7.61,8.69,Concrete and Cement,30,265,MediumSlateBlue,Action,True,2.87,2263,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
260,260,Clay Roof Shingles,3.64x2.72x0.50,Left pressure city impact.,26.35,30.97,Roofing,25,198,Orange,Stay,False,47.06,2264,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
261,261,Copper Plumbing Pipes,7.65x3.23x0.84,Drop their human discover official.,5.91,16.26,Steel and Metal,1,656,DeepSkyBlue,There,False,22.68,2265,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
262,262,Synthetic Slate Roofing,4.61x2.07x0.77,Maybe add plant.,26.87,30.55,Roofing,4,701,DeepSkyBlue,Research,False,38.74,2266,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
263,263,Welded Wire Mesh,2.06x4.88x0.15,History soldier dream drive difficult task.,20.67,23.62,Steel and Metal,23,804,IndianRed,At,False,40.56,2267,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
264,264,Lightweight Concrete Aggregate,2.21x3.31x0.63,Bring else fill best win to anything.,30.99,33.66,Concrete and Cement,19,372,Brown,Life,False,2.47,2268,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
265,265,Synthetic Slate Roofing,6.69x2.71x0.39,Anything once reveal director arm.,8.71,13.08,Roofing,10,269,DarkCyan,Act,False,48.38,2269,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
266,266,Solar Roof Panels,3.10x2.08x0.72,Capital play approach generation food.,23.84,29.80,Roofing,13,599,Salmon,Inside,False,24.70,2270,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
267,267,Asphalt Shingles,8.89x3.45x0.59,Measure stage office keep easy decade time.,26.72,42.39,Roofing,20,276,WhiteSmoke,Itself,True,14.65,2271,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
268,268,Stainless Steel Rods,6.96x1.89x0.65,Cup visit still customer various.,25.14,36.41,Steel and Metal,1,463,SaddleBrown,Herself,False,13.20,2272,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
269,269,Welded Wire Mesh,7.62x1.67x0.98,Price perform approach everything environmental we.,20.65,31.51,Steel and Metal,20,609,Purple,Only,True,33.88,2273,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
270,270,Asphalt Shingles,6.39x1.87x0.67,Watch throughout friend bad.,17.65,25.07,Roofing,25,777,DarkRed,Approach,True,39.55,2274,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
271,271,Cellulose Blown-In Insulation,2.65x2.48x0.97,Thought office out already thought particular.,33.28,45.48,Insulation,27,730,LimeGreen,Range,True,17.54,2275,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
272,272,Cellulose Blown-In Insulation,9.39x2.12x0.42,Meeting hit indeed democratic record common peace.,20.84,29.35,Insulation,16,568,MediumSlateBlue,Time,True,35.04,2276,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
273,273,Copper Plumbing Pipes,3.47x4.51x0.71,Bring decide spring others face off phone.,43.74,49.89,Steel and Metal,27,279,Blue,Community,False,18.41,2277,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
274,274,Insulated Concrete Block,5.06x4.69x0.95,Me different him majority cup agent.,7.58,18.14,Bricks and Blocks,9,523,DarkSlateBlue,Enjoy,False,8.72,2278,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
275,275,Synthetic Slate Roofing,9.24x0.66x0.13,Throw law speak sense easy certainly evening thing.,36.24,54.47,Roofing,1,577,Turquoise,Discover,False,41.62,2279,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
276,276,Clay Roof Shingles,4.04x1.20x0.28,Man yes friend effort reflect.,36.05,43.07,Roofing,12,99,Silver,Tax,False,18.78,2280,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
277,277,Spray Foam Insulation Kit,4.54x2.43x0.14,Get idea base relate voice.,7.33,21.27,Insulation,30,321,OldLace,How,True,6.33,2281,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
278,278,Galvanized Steel Sheet,7.72x1.34x0.26,World these trial.,48.82,63.00,Steel and Metal,28,843,Thistle,Idea,True,21.79,2282,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
279,279,Rock Wool Insulation,5.71x1.33x0.62,Field be physical game board hour approach.,49.03,61.73,Insulation,6,88,MintCream,At,False,49.02,2283,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
280,280,Clay Roof Shingles,8.01x1.68x0.21,Every Republican economic establish parent feeling street.,8.18,21.83,Roofing,22,288,Silver,Contain,True,27.59,2284,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
281,281,Metal Roof Tiles,7.34x3.59x0.33,Size population vote husband stage.,29.63,33.90,Roofing,6,731,OliveDrab,Business,True,30.00,2285,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
282,282,Spray Foam Insulation Kit,6.61x2.17x0.58,Mission she small just.,36.38,48.46,Insulation,17,784,PaleVioletRed,Ahead,False,15.85,2286,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
283,283,Quick-Set Cement,9.89x4.12x0.33,Few work its money.,15.60,25.23,Concrete and Cement,1,859,Ivory,Student,False,38.44,2287,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
284,284,Synthetic Slate Roofing,3.15x2.47x0.54,Above research form investment center.,34.04,48.45,Roofing,21,618,Gold,Budget,True,34.69,2288,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
285,285,Solar Roof Panels,7.08x3.95x0.96,Position our method.,28.59,47.02,Roofing,9,532,DodgerBlue,Personal,False,40.43,2289,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
286,286,Metal Roof Tiles,6.63x3.22x0.90,Again suffer force forward theory lose.,18.76,34.96,Roofing,12,232,Orchid,If,False,16.78,2290,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
287,287,Metal Roof Tiles,0.52x3.24x0.68,Manager provide bill ago need they great realize.,34.87,49.00,Roofing,13,320,DarkSeaGreen,Whose,False,5.75,2291,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
288,288,Clay Roof Shingles,3.92x1.66x0.84,Education certainly song friend bank couple.,41.13,55.38,Roofing,2,291,BurlyWood,Challenge,True,21.39,2292,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
289,289,Lightweight Concrete Aggregate,4.68x2.38x0.62,Thing beyond western word agency size.,13.51,32.85,Concrete and Cement,20,524,DarkCyan,East,True,47.68,2293,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
290,290,Rock Wool Insulation,5.19x0.65x0.63,Begin economy baby.,18.58,27.56,Insulation,21,248,Tomato,Book,False,13.46,2294,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
291,291,Spray Foam Insulation Kit,2.63x1.78x0.48,Executive industry both respond.,40.43,44.26,Insulation,20,102,AliceBlue,Class,True,15.23,2295,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
292,292,Spray Foam Insulation Kit,4.72x2.00x0.22,Year yourself I hope can.,43.42,54.66,Insulation,20,261,HotPink,Different,False,22.73,2296,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
293,293,High-Strength Concrete Mix,4.09x3.64x0.24,Box dark administration two himself usually.,25.43,42.46,Concrete and Cement,4,571,LightBlue,Blood,False,28.83,2297,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
294,294,Architectural Clay Brick,5.11x4.49x0.18,Loss think main again.,5.56,23.18,Bricks and Blocks,17,799,MediumSlateBlue,Seem,False,9.12,2298,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
295,295,Metal Roof Tiles,6.13x2.15x0.77,Size degree open population.,39.96,54.69,Roofing,9,549,Lavender,Expect,False,34.32,2299,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
296,296,Lightweight Concrete Aggregate,4.75x1.09x0.52,Film seek music.,9.42,27.65,Concrete and Cement,22,49,Gainsboro,American,True,38.74,2300,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
297,297,Stainless Steel Rods,7.44x0.63x0.47,Down our their brother.,36.90,42.02,Steel and Metal,8,815,Coral,Middle,True,43.31,2301,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
298,298,Clay Roof Shingles,0.89x1.12x0.25,Program effort side option behind piece natural.,43.35,59.45,Roofing,6,370,Lime,General,False,25.67,2302,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
299,299,Reflective Foil Insulation,2.74x1.56x0.37,Land whole hear view finish any fund.,15.58,26.51,Insulation,13,322,DarkTurquoise,Require,True,45.75,2303,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
300,300,Lightweight Concrete Aggregate,7.79x1.37x0.10,Tree weight key maybe pretty item.,45.19,55.89,Concrete and Cement,10,741,Red,Although,True,8.82,2305,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
301,301,Spray Foam Insulation Kit,8.35x2.94x0.47,Admit make phone bad certainly.,39.16,53.13,Insulation,20,808,BlueViolet,Share,True,42.74,2306,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
302,302,Quick-Set Cement,5.60x1.43x0.56,Strategy organization learn language certain.,39.64,50.85,Concrete and Cement,29,490,CadetBlue,Reality,False,16.43,2307,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
303,303,Aluminum Roofing Panels,4.56x3.69x0.19,Subject author discover involve huge wish up.,6.65,26.06,Steel and Metal,29,596,Chartreuse,Business,False,10.16,2308,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
304,304,Welded Wire Mesh,7.71x4.54x0.43,Whether it still.,13.00,15.51,Steel and Metal,26,927,Ivory,Although,True,25.15,2309,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
305,305,Designer Paving Stones,9.85x3.77x0.54,Ten long four son assume avoid happy.,34.54,41.25,Bricks and Blocks,16,876,Turquoise,Baby,True,40.89,2310,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
306,306,Synthetic Slate Roofing,5.11x3.20x0.85,Tax song hotel free number list environmental.,30.87,50.42,Roofing,13,185,SpringGreen,Room,False,8.83,2311,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
307,307,Galvanized Steel Sheet,9.59x2.03x0.40,Society between answer learn drug present wife.,14.03,21.59,Steel and Metal,21,605,Gold,Car,True,38.99,2312,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
308,308,Aluminum Roofing Panels,7.10x3.41x0.49,Get include six it camera three.,5.20,22.19,Steel and Metal,30,201,LemonChiffon,Mean,False,19.48,2313,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
309,309,Metal Roof Tiles,3.22x3.78x0.95,Maybe something else age exist reflect husband.,21.33,22.70,Roofing,15,411,MediumTurquoise,Look,False,30.35,2314,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
310,310,Waterproof Cement Coating,2.69x4.64x0.81,Age account forward pressure such.,29.51,46.72,Concrete and Cement,7,15,FloralWhite,Consumer,True,34.52,2315,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
311,311,Reinforced Concrete Slab,8.42x2.26x0.54,Outside better quickly field what bad.,39.96,48.19,Concrete and Cement,21,748,AntiqueWhite,Able,False,43.14,2316,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
312,312,Asphalt Shingles,0.53x3.60x0.54,Cut sign respond determine professional structure.,5.89,17.13,Roofing,23,87,Coral,Ball,True,20.03,2317,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
313,313,Designer Paving Stones,2.01x2.47x0.93,Better way he president.,16.69,23.89,Bricks and Blocks,29,609,Brown,Media,True,9.19,2318,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
314,314,Spray Foam Insulation Kit,2.22x2.18x0.23,Picture growth wear push how.,18.74,31.39,Insulation,5,284,MediumOrchid,Child,True,48.04,2319,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
315,315,Designer Paving Stones,7.21x4.40x0.38,Still because state country economy shake.,27.18,30.30,Bricks and Blocks,19,23,Turquoise,That,False,5.13,2320,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
316,316,Insulated Concrete Block,2.64x2.10x0.69,Still grow particularly foreign quickly land improve.,28.70,45.45,Bricks and Blocks,19,457,LightSlateGray,Fast,True,31.23,2321,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
317,317,Solar Roof Panels,5.07x3.47x0.36,Change too glass along Mrs doctor future light.,10.51,13.36,Roofing,19,360,Maroon,Bag,True,48.43,2322,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
318,318,Reinforced Concrete Slab,9.77x1.71x0.39,Meeting maintain bar activity throughout type bit.,44.98,50.32,Concrete and Cement,9,452,DeepPink,Decision,True,49.00,2323,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
319,319,Lightweight Concrete Aggregate,6.19x2.70x0.89,Clearly back either.,12.84,14.93,Concrete and Cement,5,54,DarkGreen,Exist,False,28.21,2324,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
320,320,Stainless Steel Rods,2.66x3.12x0.13,Time reach arrive walk.,22.76,35.81,Steel and Metal,21,762,LightSteelBlue,Collection,False,8.35,2325,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
321,321,Insulated Concrete Block,2.49x3.49x0.51,Project physical see wrong on like ability.,26.42,40.92,Bricks and Blocks,13,194,Blue,Side,False,38.18,2326,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
322,322,Aluminum Roofing Panels,3.85x2.45x0.65,Image meet war market do.,41.28,58.24,Steel and Metal,30,484,BlanchedAlmond,Song,False,19.91,2327,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
323,323,Fiberglass Insulation Rolls,9.50x4.93x0.19,Range carry top day deal.,17.19,28.89,Insulation,21,357,Tan,Enter,True,15.37,2328,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
324,324,Classic Red Brick,6.50x4.70x0.16,Stand upon style edge senior bit.,37.63,49.15,Bricks and Blocks,9,852,Lime,Wear,False,29.14,2329,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
325,325,Eco-Friendly Cinder Block,0.65x0.82x0.75,Economy often example paper develop.,34.28,49.17,Bricks and Blocks,21,228,SkyBlue,Truth,False,47.29,2330,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
326,326,Copper Plumbing Pipes,4.56x1.03x0.60,Wear could whose detail control herself offer.,17.81,20.19,Steel and Metal,19,836,Wheat,Item,False,39.77,2331,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
327,327,Solar Roof Panels,9.34x4.66x0.17,Perhaps good agreement record forward.,21.30,39.77,Roofing,12,196,OldLace,Help,True,31.11,2332,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
328,328,Stainless Steel Rods,2.68x2.49x0.20,Agreement within still take.,35.47,48.08,Steel and Metal,9,305,DarkViolet,Fall,False,13.23,2333,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
329,329,Rock Wool Insulation,5.93x1.89x0.80,Finish management call little heart.,46.63,56.55,Insulation,24,403,Azure,Ten,False,47.95,2334,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
330,330,Eco-Friendly Cinder Block,6.63x1.01x0.87,Radio challenge operation phone.,19.58,22.77,Bricks and Blocks,12,503,DarkSeaGreen,Series,True,20.45,2335,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
331,331,Spray Foam Insulation Kit,5.03x1.84x0.59,Themselves bit others next born news machine.,16.33,34.61,Insulation,5,717,PapayaWhip,Up,False,21.47,2336,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
332,332,Copper Plumbing Pipes,4.24x4.85x0.96,Wide dog debate certainly state.,12.10,13.48,Steel and Metal,2,659,BlanchedAlmond,White,True,34.57,2337,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
333,333,Metal Roof Tiles,5.86x2.86x0.38,Soldier that animal challenge work seven.,18.05,27.29,Roofing,17,723,SlateBlue,Leave,True,35.69,2338,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
334,334,Stainless Steel Rods,4.49x3.55x0.70,Word into during attorney add.,41.38,59.91,Steel and Metal,8,211,DarkCyan,Bit,False,29.70,2339,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
335,335,Lightweight Concrete Aggregate,8.62x1.68x0.68,Experience watch top old still.,34.76,35.93,Concrete and Cement,3,36,LightSlateGray,Produce,True,4.48,2340,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
336,336,Stainless Steel Rods,3.20x3.43x0.54,Argue maintain travel analysis stop.,36.34,44.25,Steel and Metal,15,260,Azure,Heavy,False,30.71,2341,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
337,337,Lightweight Concrete Aggregate,5.88x3.87x0.84,Agreement family plant program.,14.26,33.32,Concrete and Cement,28,335,DarkGreen,Guy,False,47.98,2342,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
338,338,Eco-Friendly Cinder Block,8.89x2.90x0.79,Conference role produce worry force.,37.77,43.71,Bricks and Blocks,17,202,Snow,Lay,False,46.98,2343,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
339,339,Welded Wire Mesh,1.97x3.87x0.70,Identify position pressure hair decide candidate energy.,11.84,30.74,Steel and Metal,9,204,BlueViolet,Several,False,2.79,2344,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
340,340,Architectural Clay Brick,6.69x1.22x0.93,Performance community cut explain.,28.85,40.69,Bricks and Blocks,2,644,PapayaWhip,Property,False,30.58,2345,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
341,341,Lightweight Concrete Aggregate,7.97x3.98x0.37,Actually newspaper adult industry interest nearly.,47.48,59.70,Concrete and Cement,26,211,Ivory,Five,True,15.70,2346,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
342,342,Solar Roof Panels,8.53x3.47x0.29,Build budget others point.,12.99,14.97,Roofing,19,71,Moccasin,Maintain,False,43.19,2347,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
343,343,Reflective Foil Insulation,0.89x4.60x0.92,Forget conference throughout visit statement.,34.08,52.24,Insulation,17,722,Bisque,Describe,True,23.96,2348,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
344,344,Reflective Foil Insulation,7.65x2.12x0.53,Daughter someone choose child position.,11.38,23.29,Insulation,13,843,SeaShell,Hit,False,45.54,2349,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
345,345,Rock Wool Insulation,4.77x2.13x0.72,She camera buy across perform doctor east expert.,14.25,31.09,Insulation,9,204,DarkRed,Stuff,False,21.54,2350,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
346,346,Reinforced Concrete Slab,5.89x3.65x0.74,Here reveal interesting often store college determine out.,33.65,51.12,Concrete and Cement,15,510,FloralWhite,Stand,False,.85,2351,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
347,347,Asphalt Shingles,5.94x3.76x0.77,Indeed case author still order.,45.26,49.31,Roofing,16,352,SlateGray,Service,False,47.96,2352,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
348,348,Waterproof Cement Coating,8.31x4.65x0.23,Call project red newspaper think break door.,15.06,23.75,Concrete and Cement,8,173,Navy,Street,False,36.39,2353,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
349,349,Lightweight Concrete Aggregate,2.55x1.44x0.12,Allow as new generation radio no.,14.34,32.12,Concrete and Cement,11,895,Brown,Son,True,22.00,2354,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
350,350,Architectural Clay Brick,3.97x2.48x0.38,White job TV expect life radio only.,40.09,58.85,Bricks and Blocks,15,528,Magenta,Ball,True,12.61,2355,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
351,351,Classic Red Brick,3.92x3.76x0.73,Kind science to likely race.,31.61,47.42,Bricks and Blocks,16,875,DarkOrange,Contain,False,34.11,2356,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
352,352,Waterproof Cement Coating,9.47x1.94x0.54,Beat range wonder poor.,37.66,56.00,Concrete and Cement,19,345,LavenderBlush,Future,True,22.17,2357,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
353,353,Synthetic Slate Roofing,8.92x4.16x0.34,About Democrat world.,29.70,32.76,Roofing,17,413,Orange,Strong,True,25.87,2358,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
354,354,Waterproof Cement Coating,6.52x0.71x0.16,Cut if too he.,12.79,24.07,Concrete and Cement,1,353,Turquoise,Cost,False,33.93,2359,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
355,355,Eco-Friendly Cinder Block,6.46x1.90x0.72,Small music pay despite evening could look.,9.54,10.75,Bricks and Blocks,5,474,Snow,Western,True,7.29,2360,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
